2	17.3909	39.0624
3	17.389	39.0629
4	17.3893	39.0625
5	17.3895	39.0629
6	17.393	39.0629
7	17.3956	39.0626
8	17.3984	39.0624
9	17.3983	39.0626
10	17.398	39.0626
11	17.3981	39.0625
12	17.3984	39.0625
13	17.3985	39.0623
14	17.3978	39.062
15	17.3954	39.0624
16	17.3949	39.0624
17	17.3986	39.062
18	17.3986	39.062
19	17.3974	39.0625
20	17.3969	39.062
21	17.394	39.0624
22	17.3976	39.0626
23	17.3966	39.0624
24	17.3943	39.0614
25	17.3876	39.0604
26	17.3815	39.0592
27	17.3762	39.0593
28	17.3711	39.0589
29	17.364	39.0581
30	17.3506	39.057
31	17.3488	39.0579
32	17.347	39.0574
33	17.3465	39.0573
34	17.3455	39.0576
35	17.3483	39.059
36	17.347	39.0586
37	17.345	39.0583
38	17.3426	39.0577
39	17.3414	39.0576
40	17.3399	39.057
41	17.3413	39.058
42	17.3416	39.0577
43	17.3409	39.058
44	17.3389	39.0574
45	17.3393	39.0572
46	17.3422	39.0588
47	17.3403	39.0578
48	17.3389	39.0579
49	17.3374	39.0573
50	17.3357	39.0569
51	17.3381	39.0582
52	17.3403	39.0587
53	17.3412	39.0589
54	17.34	39.0586
55	17.3375	39.0577
56	17.3341	39.057
57	17.3311	39.0567
58	17.3306	39.056
59	17.3321	39.0569
60	17.3331	39.057
61	17.3333	39.0571
62	17.3337	39.0567
63	17.3339	39.057
64	17.3341	39.0572
65	17.3332	39.0566
66	17.3316	39.0563
67	17.3308	39.0565
68	17.3297	39.0556
69	17.3267	39.055
70	17.3219	39.0538
71	17.3197	39.0532
72	17.3173	39.0528
73	17.3152	39.0524
74	17.3136	39.0521
75	17.3124	39.0521
76	17.3114	39.0518
77	17.3084	39.0515
78	17.3072	39.0514
79	17.3047	39.0506
80	17.302	39.0505
81	17.2906	39.048
82	17.2219	39.0375
83	17.1224	39.0267
84	17.0351	39.0185
85	16.9703	39.0107
86	16.8776	39.0004
87	16.846	39.0039
88	16.8446	39.0093
89	16.8131	39.0127
90	16.7619	39.0196
91	16.7478	39.0217
92	16.7385	39.0224
93	16.7336	39.0231
94	16.7263	39.0239
95	16.7135	39.0254
