2022-11-15,17:53:44.121,BT1             ,BT2             ,TT1             ,TT2             ,AT              ,X               ,Y               ,Z               ,BP1             ,BP2             ,TP1             ,TP2             ,HP              ,AP              ,PD ,PC ,HL      ,EL   ,BF      ,SF   ,PF      ,BV     ,rpm             ,Setpoint ,Error ,Depth ,avg_p ,direction ,Voltage         ,State   ,Safety               ,Payload ,TestMode 
2022-11-15,17:53:44.124,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (1/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (1/5) ,Buffering (0/5) ,Buffering (1/5) ,0  ,0  ,initial ,None ,initial ,None ,initial ,440.57 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping_weightFixed ,None    ,on       
2022-11-15,17:53:49.263,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (3/5) ,Buffering (1/5) ,Buffering (1/5) ,Buffering (1/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (3/5) ,Buffering (2/5) ,Buffering (3/5) ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.31 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:49.777,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (4/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (4/5) ,Buffering (3/5) ,Buffering (4/5) ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.06 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:50.326,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,21.03 ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,10.40 ,Buffering (4/5) ,1088.44 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.70 ,Buffering (0/1) ,None     ,None  ,None  ,10.40 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:50.894,21.79 ,21.32 ,21.23 ,21.31 ,21.03 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,11.57 ,11.22 ,10.27 ,10.40 ,1500.14 ,1088.52 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.06 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:51.400,21.87 ,21.34 ,21.20 ,21.30 ,21.13 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,11.57 ,11.21 ,10.27 ,10.40 ,1499.86 ,1086.56 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.06 ,Buffering (0/1) ,None     ,None  ,None  ,10.86 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:51.924,21.87 ,21.34 ,21.21 ,21.30 ,21.13 ,0.01 ,-0.01 ,0.00 ,11.58 ,11.21 ,10.27 ,10.40 ,1499.72 ,1086.54 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.44 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:52.435,21.87 ,21.34 ,21.21 ,21.30 ,21.13 ,0.01 ,-0.01 ,0.00 ,11.58 ,11.21 ,10.26 ,10.40 ,1499.66 ,1086.56 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.93 ,Buffering (0/1) ,None     ,None  ,None  ,10.86 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:52.962,21.87 ,21.34 ,21.21 ,21.30 ,21.13 ,0.01 ,-0.01 ,0.00 ,11.59 ,11.21 ,10.26 ,10.40 ,1499.72 ,1086.62 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.31 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:53.468,21.87 ,21.34 ,21.21 ,21.30 ,21.13 ,0.01 ,-0.01 ,0.00 ,11.59 ,11.21 ,10.26 ,10.40 ,1499.90 ,1086.66 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.80 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:53.992,21.87 ,21.34 ,21.21 ,21.30 ,21.13 ,0.01 ,-0.01 ,0.00 ,11.60 ,11.21 ,10.26 ,10.40 ,1500.10 ,1086.62 ,1.41 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.31 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:54.500,21.87 ,21.34 ,21.21 ,21.30 ,21.13 ,0.01 ,-0.01 ,0.00 ,11.59 ,11.21 ,10.27 ,10.40 ,1500.08 ,1086.62 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.44 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:55.021,21.87 ,21.34 ,21.21 ,21.30 ,21.13 ,0.01 ,-0.01 ,-0.00 ,11.60 ,11.21 ,10.27 ,10.40 ,1499.92 ,1086.56 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.31 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:55.534,21.87 ,21.34 ,21.21 ,21.31 ,21.13 ,0.01 ,-0.01 ,-0.00 ,11.59 ,11.21 ,10.26 ,10.40 ,1499.78 ,1086.58 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.19 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:56.058,21.87 ,21.34 ,21.21 ,21.31 ,21.13 ,0.01 ,-0.01 ,-0.01 ,11.59 ,11.21 ,10.26 ,10.40 ,1499.58 ,1086.50 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.31 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:53:56.566,21.87 ,21.34 ,21.21 ,21.30 ,21.13 ,0.01 ,-0.01 ,-0.01 ,11.58 ,11.21 ,10.27 ,10.40 ,1499.58 ,1086.40 ,1.47 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.95 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,wakingSafety ,sleepInterrupted ,None    ,on       
2022-11-15,17:53:57.090,21.87 ,21.34 ,21.21 ,21.31 ,21.13 ,-0.00 ,0.00 ,-0.00 ,11.59 ,11.21 ,10.27 ,10.40 ,1499.70 ,1086.48 ,1.49 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.93 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,wakingSafety ,sleepInterrupted ,None    ,on       
2022-11-15,17:53:57.601,21.87 ,21.35 ,21.21 ,21.31 ,21.13 ,-0.01 ,0.00 ,-0.00 ,11.58 ,11.21 ,10.27 ,10.41 ,1499.80 ,1086.56 ,1.53 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.80 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,wakingSafety ,sleepInterrupted ,None    ,on       
2022-11-15,17:53:58.130,21.87 ,21.35 ,21.21 ,21.30 ,21.13 ,-0.01 ,0.00 ,-0.00 ,11.58 ,11.21 ,10.27 ,10.41 ,1499.86 ,1086.58 ,1.53 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,440.06 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,wakingSafety ,sleepInterrupted ,None    ,on       
