2022-11-15,17:18:34.409,BT1             ,BT2             ,TT1             ,TT2             ,AT              ,X               ,Y               ,Z               ,BP1             ,BP2             ,TP1             ,TP2             ,HP              ,AP              ,PD ,PC ,HL      ,EL ,BF      ,SF   ,PF      ,BV     ,rpm             ,Setpoint ,Error ,Depth ,avg_p ,direction ,Voltage         ,State   ,Safety   ,Payload ,TestMode 
2022-11-15,17:18:34.413,Buffering (3/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (1/5) ,Buffering (1/5) ,Buffering (1/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,0  ,0  ,initial ,0  ,initial ,None ,initial ,287.32 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:34.922,Buffering (4/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,39.15 ,0.00 ,initial ,0  ,nonempty ,None ,initial ,287.32 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:35.451,25.92 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,33.65 ,0.00 ,initial ,0  ,nonempty ,None ,initial ,287.42 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:36.035,26.01 ,-71.88 ,24.49 ,24.62 ,23.57 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,10.20 ,10.17 ,10.11 ,10.25 ,1141.24 ,1234.14 ,40.25 ,0.00 ,initial ,0  ,nonempty ,None ,initial ,287.25 ,Buffering (0/1) ,None     ,None  ,None  ,10.18 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:36.558,26.11 ,25.96 ,24.60 ,24.77 ,23.73 ,0.01 ,0.00 ,0.01 ,10.20 ,10.17 ,10.11 ,10.25 ,1141.28 ,1232.04 ,36.48 ,0.00 ,initial ,0  ,nonempty ,None ,initial ,287.62 ,Buffering (0/1) ,None     ,None  ,None  ,10.18 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:37.101,26.10 ,25.98 ,24.60 ,24.77 ,23.73 ,0.01 ,0.00 ,0.01 ,10.20 ,10.17 ,10.11 ,10.25 ,1141.34 ,1232.12 ,36.40 ,8.00 ,initial ,0  ,nonempty ,None ,initial ,286.92 ,Buffering (0/1) ,None     ,None  ,None  ,10.18 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:37.669,26.09 ,25.99 ,24.60 ,24.77 ,23.73 ,0.01 ,0.00 ,0.00 ,10.21 ,10.17 ,10.11 ,10.25 ,1141.26 ,1232.02 ,32.41 ,0.00 ,initial ,0  ,nonempty ,None ,initial ,287.82 ,Buffering (0/1) ,None     ,None  ,None  ,10.19 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:38.195,26.08 ,26.01 ,24.60 ,24.76 ,23.73 ,0.01 ,0.00 ,0.00 ,10.21 ,10.17 ,10.11 ,10.25 ,1141.30 ,1231.94 ,38.10 ,9.00 ,initial ,0  ,nonempty ,None ,initial ,287.85 ,Buffering (0/1) ,None     ,None  ,None  ,10.19 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:38.785,26.07 ,26.02 ,24.60 ,24.75 ,23.73 ,0.01 ,0.00 ,0.00 ,10.21 ,10.17 ,10.11 ,10.25 ,1141.46 ,1231.84 ,33.84 ,0.00 ,initial ,0  ,nonempty ,None ,initial ,287.72 ,Buffering (0/1) ,None     ,None  ,None  ,10.19 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:18:39.306,26.06 ,26.04 ,24.60 ,24.74 ,23.73 ,0.01 ,0.00 ,0.00 ,10.21 ,10.17 ,10.11 ,10.25 ,1141.46 ,1231.94 ,39.36 ,0.00 ,initial ,0  ,nonempty ,None ,initial ,287.15 ,Buffering (0/1) ,None     ,None  ,None  ,10.19 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
