2022-11-15,17:28:13.355,BT1             ,BT2             ,TT1             ,TT2             ,AT              ,X               ,Y               ,Z               ,BP1             ,BP2             ,TP1             ,TP2             ,HP              ,AP              ,PD ,PC     ,HL      ,EL ,BF      ,SF   ,PF      ,BV     ,rpm             ,Setpoint ,Error ,Depth ,avg_p ,direction ,Voltage         ,State   ,Safety   ,Payload ,TestMode 
2022-11-15,17:28:13.361,Buffering (3/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (1/5) ,Buffering (1/5) ,Buffering (1/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,0  ,100.00 ,initial ,0  ,initial ,None ,initial ,289.11 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:13.867,Buffering (4/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,1.40 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,289.41 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:14.396,21.60 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,1.40 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,289.71 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:14.907,21.67 ,21.25 ,21.86 ,21.94 ,23.70 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,-39.17 ,11.26 ,10.33 ,10.45 ,1255.36 ,1232.50 ,1.41 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,289.31 ,Buffering (0/1) ,None     ,None  ,None  ,10.68 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:15.432,21.75 ,21.26 ,21.32 ,21.41 ,23.83 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,11.36 ,11.26 ,10.33 ,10.45 ,1255.30 ,1230.40 ,1.41 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,289.51 ,Buffering (0/1) ,None     ,None  ,None  ,10.85 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:15.944,21.75 ,21.26 ,21.32 ,21.41 ,23.83 ,0.01 ,0.00 ,0.00 ,11.36 ,11.26 ,10.33 ,10.45 ,1255.22 ,1230.36 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,289.31 ,Buffering (0/1) ,None     ,None  ,None  ,10.85 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:16.474,21.75 ,21.26 ,21.32 ,21.41 ,23.83 ,0.01 ,0.00 ,0.00 ,11.36 ,11.26 ,10.33 ,10.44 ,1255.20 ,1230.26 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,289.91 ,Buffering (0/1) ,None     ,None  ,None  ,10.85 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:16.984,21.75 ,21.26 ,21.32 ,21.41 ,23.83 ,0.01 ,0.00 ,0.00 ,11.36 ,11.26 ,10.33 ,10.44 ,1255.26 ,1230.28 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,289.61 ,Buffering (0/1) ,None     ,None  ,None  ,10.85 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:17.511,21.75 ,21.26 ,21.32 ,21.41 ,23.83 ,0.01 ,0.00 ,0.00 ,11.36 ,11.26 ,10.33 ,10.45 ,1255.24 ,1230.24 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,289.51 ,Buffering (0/1) ,None     ,None  ,None  ,10.85 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:28:18.080,21.75 ,21.26 ,21.32 ,21.41 ,23.83 ,0.01 ,0.00 ,0.00 ,11.36 ,11.26 ,10.33 ,10.45 ,1255.30 ,1230.06 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,290.41 ,Buffering (0/1) ,None     ,None  ,None  ,10.85 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
