2022-11-15,17:50:38.108,BT1             ,BT2             ,TT1             ,TT2             ,AT              ,X               ,Y               ,Z               ,BP1             ,BP2             ,TP1             ,TP2             ,HP              ,AP              ,PD ,PC ,HL      ,EL ,BF      ,SF   ,PF      ,BV     ,rpm             ,Setpoint ,Error ,Depth ,avg_p ,direction ,Voltage         ,State   ,Safety   ,Payload ,TestMode 
2022-11-15,17:50:38.111,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (1/5) ,Buffering (1/5) ,Buffering (1/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,0  ,0  ,initial ,0  ,initial ,None ,initial ,439.33 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:38.624,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,1.44 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.84 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:39.140,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,1.44 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.50 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:39.693,21.77 ,21.31 ,21.26 ,21.33 ,21.03 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,11.62 ,11.21 ,10.26 ,10.41 ,1500.80 ,1089.04 ,1.44 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.76 ,Buffering (0/1) ,None     ,None  ,None  ,10.88 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:40.239,21.85 ,21.32 ,21.24 ,21.33 ,21.13 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,11.60 ,11.21 ,10.26 ,10.41 ,1500.78 ,1087.14 ,1.44 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.33 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:40.796,21.85 ,21.32 ,21.24 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.59 ,11.21 ,10.26 ,10.41 ,1500.76 ,1087.14 ,1.44 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.33 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:41.353,21.85 ,21.32 ,21.24 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.59 ,11.21 ,10.26 ,10.40 ,1500.82 ,1087.28 ,1.44 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,438.95 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:41.906,21.85 ,21.33 ,21.24 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.59 ,11.21 ,10.26 ,10.40 ,1500.80 ,1087.32 ,1.44 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.25 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:42.466,21.85 ,21.33 ,21.23 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.59 ,11.21 ,10.26 ,10.40 ,1500.76 ,1087.36 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.46 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:43.032,21.85 ,21.33 ,21.23 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.61 ,11.21 ,10.26 ,10.40 ,1500.86 ,1087.34 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.50 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:43.581,21.85 ,21.33 ,21.23 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.61 ,11.21 ,10.26 ,10.40 ,1500.90 ,1087.34 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.33 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:44.135,21.85 ,21.32 ,21.23 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.62 ,11.21 ,10.26 ,10.40 ,1500.82 ,1087.28 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.33 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:44.692,21.86 ,21.32 ,21.23 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.61 ,11.21 ,10.26 ,10.40 ,1500.82 ,1087.32 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,438.95 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:45.249,21.86 ,21.32 ,21.23 ,21.33 ,21.13 ,-0.00 ,-0.01 ,0.01 ,11.61 ,11.21 ,10.26 ,10.40 ,1500.90 ,1087.36 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.21 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:45.810,21.86 ,21.32 ,21.23 ,21.33 ,21.13 ,0.00 ,0.00 ,0.01 ,11.60 ,11.21 ,10.26 ,10.41 ,1500.88 ,1087.42 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.08 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:46.373,21.86 ,21.33 ,21.23 ,21.33 ,21.13 ,0.00 ,0.00 ,0.01 ,11.60 ,11.21 ,10.26 ,10.41 ,1500.78 ,1087.38 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.63 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:46.928,21.86 ,21.33 ,21.23 ,21.33 ,21.13 ,0.00 ,0.00 ,0.01 ,11.61 ,11.21 ,10.26 ,10.41 ,1500.72 ,1087.32 ,1.43 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.72 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:47.489,21.86 ,21.33 ,21.23 ,21.33 ,21.13 ,0.00 ,0.00 ,0.00 ,11.61 ,11.21 ,10.26 ,10.40 ,1500.68 ,1087.34 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,438.83 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:48.043,21.86 ,21.32 ,21.23 ,21.33 ,21.13 ,0.00 ,0.00 ,0.00 ,11.62 ,11.21 ,10.26 ,10.40 ,1500.66 ,1087.42 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,438.70 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:48.595,21.86 ,21.33 ,21.23 ,21.33 ,21.13 ,0.00 ,0.00 ,-0.00 ,11.62 ,11.21 ,10.26 ,10.41 ,1500.60 ,1087.50 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,438.57 ,Buffering (0/1) ,None     ,None  ,None  ,10.88 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:49.149,21.86 ,21.33 ,21.23 ,21.33 ,21.13 ,0.00 ,0.00 ,-0.00 ,11.61 ,11.21 ,10.26 ,10.40 ,1500.62 ,1087.66 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,438.61 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:50:49.698,21.86 ,21.32 ,21.23 ,21.33 ,21.13 ,0.00 ,0.00 ,-0.00 ,11.60 ,11.21 ,10.26 ,10.40 ,1500.62 ,1087.74 ,1.42 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,439.25 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
