2022-11-15,17:56:10.912,BT1             ,BT2             ,TT1             ,TT2             ,AT              ,X               ,Y               ,Z               ,BP1             ,BP2             ,TP1             ,TP2             ,HP              ,AP              ,PD ,PC ,HL      ,EL ,BF      ,SF   ,PF      ,BV     ,rpm             ,Setpoint ,Error ,Depth ,avg_p ,direction ,Voltage         ,State   ,Safety               ,Payload ,TestMode 
2022-11-15,17:56:10.915,Buffering (1/5) ,Buffering (1/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (0/5) ,Buffering (1/5) ,0  ,0  ,initial ,0  ,initial ,None ,initial ,435.70 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping_weightFixed ,None    ,on       
2022-11-15,17:56:15.192,Buffering (4/5) ,Buffering (4/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (2/5) ,Buffering (3/5) ,1.44 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,434.68 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:56:15.719,21.79 ,21.31 ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (3/5) ,Buffering (4/5) ,1.49 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,435.06 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:56:16.242,21.79 ,21.31 ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,Buffering (4/5) ,1092.48 ,1.49 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,435.57 ,Buffering (0/1) ,None     ,None  ,None  ,None  ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:56:16.753,21.79 ,21.31 ,21.24 ,21.29 ,21.02 ,0.00 ,-0.00 ,0.00 ,11.58 ,11.21 ,10.28 ,10.40 ,1499.08 ,1092.54 ,1.49 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,435.32 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:56:17.281,21.87 ,21.33 ,21.23 ,21.29 ,21.12 ,0.00 ,-0.00 ,0.00 ,11.59 ,11.21 ,10.27 ,10.40 ,1499.08 ,1090.48 ,1.48 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,435.44 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:56:17.793,21.87 ,21.33 ,21.23 ,21.29 ,21.12 ,0.00 ,0.00 ,0.00 ,11.58 ,11.21 ,10.27 ,10.40 ,1499.06 ,1090.26 ,1.48 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,436.08 ,Buffering (0/1) ,None     ,None  ,None  ,10.87 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:56:18.321,21.87 ,21.33 ,21.23 ,21.29 ,21.12 ,0.00 ,0.00 ,0.00 ,11.57 ,11.21 ,10.27 ,10.40 ,1499.08 ,1090.22 ,1.47 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,435.27 ,Buffering (0/1) ,None     ,None  ,None  ,10.86 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:56:18.832,21.87 ,21.33 ,21.23 ,21.29 ,21.12 ,0.00 ,0.00 ,0.01 ,11.56 ,11.21 ,10.27 ,10.40 ,1499.08 ,1090.22 ,1.46 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,435.57 ,Buffering (0/1) ,None     ,None  ,None  ,10.86 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
2022-11-15,17:56:19.361,21.87 ,21.33 ,21.23 ,21.29 ,21.12 ,0.01 ,0.00 ,0.01 ,11.56 ,11.21 ,10.27 ,10.40 ,1499.12 ,1090.04 ,1.45 ,100.00 ,initial ,0  ,nonempty ,None ,initial ,436.46 ,Buffering (0/1) ,None     ,None  ,None  ,10.86 ,initial   ,Buffering (0/1) ,initial ,sleeping ,None    ,on       
